Cod_Loc,IdProvincia,IdDepartamento,Observaciones,Categor�a,Provincia,Departamento,Localidad,Nombre,Direcci�n,Piso,Cod_postal,Cod_area,Telefono,Mail,Web,Latitud,Longitud,TipoLatitudLongitud,Fuente,Tipo_gestion,hora_apertura,hora_cierre
06441030,06,06441,,Salas de Teatro,Buenos Aires,La Plata,La Plata,Sala Armando Discepolo // La Comedia,Calle 12 1473,s/d,1900,221,4579925,prensacomedia@gmail.com,www.gba.gob.ar/cultura,-34.92773700,-57.94389500,Precisa,Argentores / Relevamiento 2017,P�blico,16,23
06609090,06,06609,,Salas de Teatro,Buenos Aires,Pehuaj�,San Bernardo,Teatro Auditorio Asociaci�n de Fomento San Bernardo,La Rioja 2740,s/d,3701,2257,460297,s/d,s/d,-36.68722400,-56.68035600,Precisa,Alternativa Teatral / Relevamiento 2017,Privado,19,23
06224010,06,06224,,Salas de Teatro,Buenos Aires,Chivilcoy,Chivilcoy,El Chasqui  Chivilcoy,Gral. Rodriguez 70,s/d,6620,2346,423445,teatroelchasqui@outlook.es,s/d,-34.89426000,-60.17470000,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,18,21
14007210,14,14007,,Salas de Teatro,C�rdoba,Calamuchita,Santa Rosa de Calamuchita,Cine Teatro Deportivo Italiano,Mendoza 13,s/d,5196,354,6420262,cdepitaliano@hotmail.com,www.infocalamuchita.com/anuncio/cine-teatro-deportivo-italia/,-32.07128520,-64.53730730,Precisa,�rea Artes Esc�nicas de la Prov. de C�rdoba ,Privado,16,23
46014010,46,46014,,Salas de Teatro,La Rioja,Capital,La Rioja,Teatro V�ctor Mar�a Caceres,Ortiz de Ocampo 1700,s/d,5300,380,4468530,teatrovictormariacaceres@gmail.com,www.culturalarioja.gob.ar,-29.42990400,-66.86003300,Precisa,SPOTT / Relevamiento 2017,P�blico,17,21
54028030,54,54028,,Salas de Teatro,Misiones,Capital,Posadas,Anfitearo Manuel Antonio Ram�rez ,Av. Costanera 1778,s/d,3300,376,4449056,christianurbieta@hotmail.com,s/d,-27.35344100,-55.89340700,Precisa,Gabily Anadon y Mariela Irala / Relevamiento 2017,P�blico,16,22
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Museo Larreta,Juramento 2291,s/d,C1428DNK,11,47832640,museolarreta@buenosaires.gob.ar,www.museolarreta.buenosaires.gob.ar,-34.56143400,-58.45557900,Precisa,Argentores / Relevamiento 2017,P�blico,19,22
06791050,06,06791,,Salas de Teatro,Buenos Aires,Tandil,Tandil,Anfiteatro Martin Fierro,Juldain y Avenida Dorrego,s/d,7000,s/d,s/d,s/d,www.tandil.com.ar/Turismo/107892/El-Anfiteatro-Martin-Fierro.html,-37.33903000,-59.13956100,Precisa,Argentores / Relevamiento 2017,P�blico,16,22
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Auditorio de Belgrano,Virrey Loreto 2348,P.B.,1426,11,47831783,info@auditoriodebelgrano.com.ar,www.auditoriodebelgra.com.ar,-34.56701500,-58.44968500,Precisa,AADET /Proteatro 2017,Privado,19,23
82063170,82,82063,,Salas de Teatro,Santa Fe,La Capital,Santa Fe,Sala Teatro Juan Arancio,Junin 2957,P.B.,3000,342,4520074,salaluzyfuerza@gmail.com,www.luzyfuerza.org.ar,-31.63789700,-60.70909300,Precisa,Escena Santafesina / Relevamiento 2017,Privado,16,21
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Teatro de la Fabula,Ag�ero  444,Subsuelo,1171,11,48626439,teatrodelafabula@gmail.com ,s/d,-34.60469500,-58.41190700,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,19,21
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Botica del Angel,Luis Saenz Pe�a 541,s/d,s/d,11,43849396,botica@usal.edu.ar,boticadelangel.usal.edu.ar,-34.61501900,-58.38750200,Precisa,Proteatro / Relevamiento 2017,Privado,17,21
14063110,14,14063,,Salas de Teatro,C�rdoba,Marcos Juarez,General Baldissera,Cine Teatro Mitre,San Mart�n 158,s/d,2583,3468,434225,clubmitre@nodosud.com.ar,www.amcaybmitre.com.ar,-33.12204500,-62.30642060,Precisa,�rea Artes Esc�nicas de la Prov. de C�rdoba ,Privado,15,21
82084270,82,82084,,Salas de Teatro,Santa Fe,Rosario,Rosario,Centro de Estudios Teatrales - CET -,San Juan 842,s/d,2000,341,4398946,elcet@ciudad.com.ar,s/d,-32.95077900,-60.63553700,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,16,22
06882050,06,06882,,Salas de Teatro,Buenos Aires,Zarate,Zarate,Circo P. de Cultura Sala Vicente Primavera,Justa Lima de Atucha 667,P.B.,2800,3487,422696,cpcultura@hotmail.com,s/d,-34.10077021,-59.02115364,Precisa,Relevamiento 2017,Privado,16,23
78014070,78,78014,,Salas de Teatro,Santa Cruz,Deseado,Pico Truncado,Teatro Lazaro Urdin,Savedra y Rivadavia,1�,9015,297,4990048,josesilva@argentina.com,s/d,-46.80211300,-67.96207200,Precisa,Relevamiento 2017,P�blico,18,22
14091250,14,14091,,Salas de Teatro,C�rdoba,Punilla,Villa Carlos Paz,Sal�n Rizzuto,Avenida Ram�n J. C�rcano 75,s/d,5152,3541,436400,culturavillacarlospaz@arnetbiz.com.ar,s/d,-31.42329000,-64.49547000,Precisa,�rea Artes Esc�nicas de la Prov. de C�rdoba ,P�blico,19,21
70028010,70,70028,,Salas de Teatro,San Juan,Capital,San Juan,Auditorio Juan Victoria,25 de Mayo 1215,s/d,5400,264,4222305,s/d,www.auditorio.sanjuan.gob.ar,-31.52991900,-68.54351800,Precisa,Argentores / Relevamiento 2017,P�blico,19,23
62007090,62,62007,,Salas de Teatro,R�o Negro,Adolfo Alsina,Viedma,Centro Municipal de Cultura ,Gallardo 550,P.B.,8500,2920,431400,culturaviedma@gmail.com,www.viedma.gov.ar,-40.81524100,-62.98523900,Precisa,Relevamiento 2017,P�blico,17,21
90084010,90,90084,,Salas de Teatro,Tucum�n,Capital,San Miguel de Tucuman,Sala Orestes Caviglia,San Mart�n 251,Subsuelo,4000,381,4307678,salaorestescaviglia@gmail.com,www.enteculturaltucuman.gob.ar/teatro-orestes-caviglia/,-26.83045900,-65.20056500,Precisa,Secretaria de Cultura Tucum�n / SPOTT / Relevamiento 2017,P�blico,19,23
14056100,14,14056,,Salas de Teatro,C�rdoba,Juarez Celman,La Carlota,Teatro Municipal de Cultura,Dean Funes 850,s/d,2670,358,4429681,educultura@hotmail.com,s/d,-33.41704500,-63.29424500,Precisa,�rea Artes Esc�nicas de la Prov. de C�rdoba ,P�blico,19,22
14098250,14,14098,,Salas de Teatro,C�rdoba,Rio Cuarto,San Basilio,Cine Teatro �pera,Sarmiento 234,s/d,s/d,358,5491010,munitel1@sanbasilio.com.ar,s/d,-33.49684000,-64.31264000,Precisa,�rea Artes Esc�nicas de la Prov. de C�rdoba ,P�blico,17,23
06413050,06,06413,,Salas de Teatro,Buenos Aires,Junin,Junin,La Rancheria,Chacabuco 40,s/d,6000,236,4631624,teatrolarancheria@junin.gob.ar,s/d,-34.59723000,-60.94277800,Precisa,Argentores / Relevamiento 2017,P�blico,15,21
14119190,14,14119,,Salas de Teatro,C�rdoba,Rio Segundo,Rio Segundo,Auditorio Jorge Bocos Lescano,Bv. Sarmiento 1346,s/d,5850,3572,425222,s/d,s/d,-31.64948000,-63.91279000,Precisa,�rea Artes Esc�nicas de la Prov. de C�rdoba ,P�blico,17,22
54028030,54,54028,,Salas de Teatro,Misiones,Capital,Posadas,Sala Tempo,3 de Febrero 1916,s/d,3300,376,4438821,asociacionrecuperar@gmail.com,s/d,-27.36840900,-55.89073700,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,18,23
14091040,14,14091,,Salas de Teatro,C�rdoba,Punilla,Capilla del Monte,Cine Teatro Enrique Mui�o,Dean Funes 526,s/d,5184,354,8489600,cultura@capilladelmonte.gov.ar,s/d,-30.85481100,-64.52574900,Precisa,�rea Artes Esc�nicas de la Prov. de C�rdoba ,P�blico,15,21
06357110,06,06357,,Salas de Teatro,Buenos Aires,General Pueyrredon,Mar del Plata,Enrique Carreras,Entre R�os 1828,s/d,7600,223,4942753,s/d,s/d,-38.00248700,-57.54361000,Precisa,Alternativa Teatral / Relevamiento 2017,Privado,17,21
50105210,50,50105,,Salas de Teatro,Mendoza,San Rafael,San Rafael,Instituto Profesorado de Arte,Avenida Mitre 851,s/d,s/d,260,4438923,instituto@profesoradodearte.edu.ar,www.profesoradodearte.edu.ar/ipa/,-34.62005000,-68.31793000,Precisa,Alternativa Teatral / Relevamiento 2017,Privado,18,23
14091040,14,14091,,Salas de Teatro,C�rdoba,Punilla,Capilla del Monte,Sala Poeta Lugones,Dean Funes 256,s/d,5184,354,s/d,cultura@capilladelmonte.gov.ar,s/d,-30.85606709,-64.52431881,Precisa,�rea Artes Esc�nicas de la Prov. de C�rdoba ,P�blico,16,21
62063020,62,62063,,Salas de Teatro,R�o Negro,Pichi Mahuida,Rio Colorado,Teatro de la Barda,Sarmiento 473,s/d,8138,298,12827212,teatrodelabarda@hotmail.com,s/d,-39.38341600,-64.71624200,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,19,23
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Centro Latinoamericano de Creaci�n e Investigaci�n Teatral - CELCIT -,Moreno 431,s/d,1091,11,43421026,correo@celcit.org.ar,www.celcit.org.ar,-34.61123942,-58.37245690,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,16,22
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Instituto de la M�scara,Uriarte 2322,s/d,s/d,11,47755424,buma@webar.com,www.mascarainstituto.com.ar,-34.58208866,-58.42464551,Precisa,Alternativa Teatral / Relevamiento 2017,Privado,17,22
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La Nube Infancia y Cultura,Jorge Newbery 3537,s/d,s/d,11,45524080,lanube.cultura@gmail.com,www.lanubecultura.wix.com/lanube,-34.58318857,-58.44913637,Precisa,Data Cultura /2021,Privado,19,21
14091110,14,14091,,Salas de Teatro,C�rdoba,Punilla,La Cumbre,Sala Luis Berti,Belgrano 470,s/d,5178,354,8452966,info@lacumbre.gov.ar,s/d,-30.98504000,-64.49142000,Precisa,�rea Artes Esc�nicas de la Prov. de C�rdoba ,P�blico,19,22
58035070,58,58035,,Salas de Teatro,Neuqu�n,Confluencia,Neuquen,Escuela Municipal de Danza,Planas 165,s/d,8300,299,4491200,escueladedanza@mail.muninqn.gov.ar,s/d,-38.95923983,-68.06169812,Precisa,INT / Relevamiento 2017,P�blico,15,21
86035090,86,86035,,Salas de Teatro,Santiago del Estero,Banda,La Banda,Atelier Cultural,Av. Cmte. Besares y Garay,s/d,s/d,s/d,ateliercultural@yahoo.com.ar,www.labandademacondo.blogspot.com.ar,s/d,-27.73456000,-64.23741000,Precisa,Relevamiento 2017,Privado,17,22
74056150,74,74056,,Salas de Teatro,San Luis,La Capital,San Luis,Teatro Estudio Arte Atalaya y Carlos Mora,9 de Julio 1431,s/d,5700,2664,4564194,teatroestudioarte@yahoo.com.ar,s/d,-33.65603160,-65.45291410,Precisa,Relevamiento 2017,Privado,15,21
06357110,06,06357,,Salas de Teatro,Buenos Aires,General Pueyrredon,Mar del Plata,Teatro Tronador,Santiago del Estero 1744,s/d,7600,223,4860800,info@teatrotronador.com.ar,www.teatrotronador.com.ar,-38.00031000,-57.54611400,Precisa,Argentores / AADET / Relevamiento 2017,Privado,15,23
82028080,82,82028,,Salas de Teatro,Santa Fe,Constitucion,Firmat,Sala Cultural Intendente Cardinalli,Buenos Aires 1090,s/d,2630,3465,423395,s/d,s/d,-33.45768000,-61.48687000,Precisa,Relevamiento 2017,P�blico,19,22
14042170,14,14042,,Salas de Teatro,C�rdoba,General San Martin,Villa Mar�a,Teatro La Llave,Carlos Pellegrini 230,s/d,5900,353,4532483,lallaveteatro@gmail.com,s/d,-32.41143500,-63.23842400,Precisa,�rea Artes Esc�nicas de la Prov. de C�rdoba ,Privado,18,23
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Museo Argentino del Titere,Piedras 905,s/d,1070,11,43076917,sarahbianchi@museodeltitere.com.ar,www.museodeltiterebsas.wixsite.com,-34.61859100,-58.37730600,Precisa,Proteatro 2017 / Relevamiento 2017,Privado,17,21
06371010,06,06371,,Salas de Teatro,Buenos Aires,General San Mart�n,General San Martin,Asociaci�n De Mujeres La Colmena,Emilio Mitre 284,s/d,1655,11,47667535,acolmenamuj@yahoo.com.ar,www.lacolmena.org.ar ,-34.58037000,-58.53478000,Precisa,Programa Puntos de Cultura / Relevamiento 2017,Privado,19,21
14182050,14,14182,,Salas de Teatro,C�rdoba,Union,Ballesteros Sud,Centro Cultural Ballesteros Sud,Jos� Mar�a Paz s/n,s/d,s/d,353,4896331,munballesterossud@nodosud.com.ar,s/d,-32.58859712,-63.02703878,Localidad,�rea Artes Esc�nicas de la Prov. de C�rdoba ,P�blico,18,22
26007020,26,26007,,Salas de Teatro,Chubut,Biedma,Puerto Madryn,El Galp�n de la Escalera,San Mart�n 894,s/d,9120,280,4578922,elgalpondelaescalera@yahoo.com.ar,s/d,-42.77471554,-65.03436782,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,18,21
14091250,14,14091,,Salas de Teatro,C�rdoba,Punilla,Villa Carlos Paz,Teatro del Lago,Belgrano 81,s/d,5152,3541,425310,s/d,www.teatrodellago.cl,-31.41948200,-64.49368100,Precisa,�rea Artes Esc�nicas de la Prov. de C�rdoba ,Privado,18,22
14014010,14,14014,,Salas de Teatro,C�rdoba,Capital,Cordoba,Teatro La Cochera,Fructuoso Rivera 541 ,s/d,5000,351,4604032,lacocherateatro@yahoo.com.ar,www.teatrolacochera.blogspot.com.ar,-31.42435600,-64.19610700,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,17,21
14161060,14,14161,,Salas de Teatro,C�rdoba,Tercero Arriba,Hernando,Cine Teatro Premier,Belgrano 135,s/d,5929,353,6573240,cineteatro.premier@facebook.com,s/d,-32.42586000,-63.72885000,Precisa,�rea Artes Esc�nicas de la Prov. de C�rdoba ,Privado,15,23
62021060,62,62021,,Salas de Teatro,R�o Negro,Bariloche,San Carlos De Bariloche,Escuela Municipal de Arte La LLave,Sobral 130 ,s/d,8400,294,4421599,lallavemscb@bariloche.gov.ar,www.escueladeartelallave.blogspot.com.ar,-41.15477942,-71.30069017,Precisa,Secretar�a de Cultura de R�o Negro / Relevamiento 2017,P�blico,15,23
22140060,22,22140,,Salas de Teatro,Chaco,San Fernando,Resistencia,Sala 88,French 845,s/d,3500,362,4445570,sala88@arnet.com.ar,www.sala88.com.ar ,-27.44747400,-58.97562200,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,15,21
06568010,06,06568,,Salas de Teatro,Buenos Aires,Moron,Mor�n,Teatro El Baldio,Avenida Boulevard Finca 6577,s/d,1684,11,47587804,info@elbaldio.org,www.elbaldio.org/index.php?option=com_content&view=article&id=34&Itemid=107,-34.59795600,-58.59495800,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,15,23
06441030,06,06441,,Salas de Teatro,Buenos Aires,La Plata,La Plata,Asociaci�n amigos del taller de Teatro de la Universidad Nacional de la Plata,Calle 10 n� 1076,s/d,1900,221,4232283,amigosdeteatrounlp@datamarkets.com,www.teatrounlp.com.ar,-34.91986200,-57.94985100,Precisa,Plan Podesta 2020 / Relevamiento SINCA,P�blico,19,23
50007010,50,50007,,Salas de Teatro,Mendoza,Capital,Mendoza,Teatro Las Sillas,Chile 1754,,5500,261,3649953,teatrolassillas@gmail.com,https://www.facebook.com/TeatroLasSillas,-32.88216500,-68.84400300,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,18,23
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Sportivo Teatral,Thames 1426,P.B.,1414,11,48333585,sportivoteatral@hotmail.com,www.sportivoteatral.com.ar,-34.58920900,-58.43286200,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,19,23
14042020,14,14042,,Salas de Teatro,C�rdoba,General San Martin,Arroyo Cabral,Casa de la Cultura,Ex Sala del Concejo Deliberante,s/d,s/d,353,4877138,intendencia@muniarroyocabral.com.ar,s/d,-32.48898250,-63.40147945,Localidad,�rea Artes Esc�nicas de la Prov. de C�rdoba ,P�blico,19,22
74056150,74,74056,,Salas de Teatro,San Luis,La Capital,San Luis,Centro Cultural de la UNSL,Ej�rcito de los Andes 952,P.B.,5700,2664,4520300,culturaunsl@gmail.com,www.seuunsl.com.ar,-33.29204800,-66.33965300,Precisa,Relevamiento 2017,P�blico,15,21
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Teatro Liberarte Bodega Cultural,"Av Corrientes 1555",Subsuelo,1042,11,43752341,info@liberarteteatro.com.ar,s/d,-34.60416100,-58.38870800,Precisa,Proteatro 2017 / Relevamiento 2017,Privado,16,23
38094050,38,38094,,Salas de Teatro,Jujuy,Tilcara,Tilcara,CApEC Sala Barbarita Cruz,Belgrano 547,s/d,4600,388,4955318,centroandinotilcara@gmail.com,www.capectilcara.com,-23.57713000,-65.39387600,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,17,22
06441030,06,06441,,Salas de Teatro,Buenos Aires,La Plata,La Plata,Sala 420,Calle 42 n�571,s/d,s/d,221,4893636,produccionsala420@gmail.com,www.sala420.com,-34.90841000,-57.95699000,Precisa,INT / Relevamiento 2017,Privado,16,21
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Teatro Luisa Vehil,Hip�lito Yrigoyen 3133,P.B.,1207,11,486133861,hernaruben@hotmail.com,www.teatroluidavehil.com,-34.61159600,-58.41072800,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,18,22
90077010,90,90077,,Salas de Teatro,Tucum�n,Rio Chico,Aguilares,Centro Cultural Ricardo Rojas,Alberdi 1021,s/d,4152,386,5481460,s/d,www.seunt.com.ar/cc_rojas.php,-27.43133300,-65.61638100,Precisa,Alternativa Teatral / Relevamiento 2017,P�blico,16,23
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Paseo La Plaza / Alfonsina Storni,"Av Corrientes 1660",s/d,1042,11,63205353,eventos@paseolaplaza.com.ar,www.paseolaplaza.com.ar,-34.60440912,-58.39021118,Precisa,Relevamiento 2017,Privado,19,22
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Paseo La Plaza / Julio Cortazar A,"Av Corrientes 1660",s/d,1042,11,63205353,eventos@paseolaplaza.com.ar,www.paseolaplaza.com.ar,-34.60440912,-58.39021118,Precisa,Relevamiento 2017,Privado,16,22
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Paseo La Plaza / Julio Cortazar B,"Av Corrientes 1660",s/d,1042,11,63205353,eventos@paseolaplaza.com.ar,www.paseolaplaza.com.ar,-34.60440912,-58.39021118,Precisa,Relevamiento 2017,Privado,17,23
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Paseo La Plaza / Pablo Neruda,"Av Corrientes 1660",s/d,1042,11,63205353,eventos@paseolaplaza.com.ar,www.paseolaplaza.com.ar,-34.60440912,-58.39021118,Precisa,Proteatro 2017 / Relevamiento 2017,Privado,19,21
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Paseo La Plaza / Pablo Picasso ,"Av Corrientes 1660",s/d,1042,11,63205353,eventos@paseolaplaza.com.ar,www.paseolaplaza.com.ar,-34.60431400,-58.39024100,Precisa,Proteatro 2017 / Relevamiento 2017,Privado,18,21
14091250,14,14091,,Salas de Teatro,C�rdoba,Punilla,Villa Carlos Paz,Sala de convenciones,Gobernador Roca y Avenida Illia,s/d,5152,3541,436404,culturavillacarlospaz@arnetbiz.com.ar,s/d,-31.40060000,-64.48168000,Precisa,�rea Artes Esc�nicas de la Prov. de C�rdoba ,P�blico,19,23
18021020,18,18021,,Salas de Teatro,Corrientes,Capital,Corrientes,Sala de Teatro de la Biblioteca Mari�o,Santa Fe 847,P.B.,3400,3794,433614,angelquintela@hotmail.com,s/d,-27.46755600,-58.83049800,Precisa,INT / Relevamiento 2017,Privado,15,22
14119120,14,14119,,Salas de Teatro,C�rdoba,Rio Segundo,Luque,Sal�n de Centro C�vico Municipal,Belgrano 331,s/d,s/d,3573,480113,cultura_luque@yahoo.com.ar,s/d,-31.64687363,-63.34479830,Localidad,�rea Artes Esc�nicas de la Prov. de C�rdoba ,P�blico,18,22
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Teatro Andamio �90,Paran� 660,P.B.,s/d,11,43735670,andamio90espectaculos@gmail.com,www.andamio90.org,-34.60108700,-58.38808100,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,17,23
50007010,50,50007,,Salas de Teatro,Mendoza,Capital,Mendoza,Auditorio Adolfo de La Calle,Primitivo de La Reta  1042,s/d,5500,261,4491249,s/d,s/d,-32.89018300,-68.84405000,Precisa,Argentores / Relevamiento 2017,Privado,17,23
06357110,06,06357,,Salas de Teatro,Buenos Aires,General Pueyrredon,Mar del Plata,Cuatro Elementos Espacio Teatral,Alberti 2746,s/d,7600,223,49534798,josecanejo@yahoo.com.ar,www.espaciocuatroelementos.com,-38.00603369,-57.55431667,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,17,23
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Espacio Templum,Ayacucho  318,1�,1025,11,49531513,info@espaciotemplum.com.ar,www.espaciotemplum.com.ar,-34.60563000,-58.39518000,Precisa,Proteatro 2017 / Relevamiento 2017,Privado,16,23
14126110,14,14126,,Salas de Teatro,C�rdoba,San Alberto,Nono,SUM del IPEM n�135,Marta E. Uez s/n,s/d,s/d,354,4498500,nonoenelarte@gmail.com,s/d,-31.79557003,-65.00340363,Localidad,�rea Artes Esc�nicas de la Prov. de C�rdoba ,P�blico,16,22
14140360,14,14140,,Salas de Teatro,C�rdoba,San Justo,San Francisco,Teatrillo Municipal Dr. Adolfo Cometto,Bv. 9 de Julio 1175,s/d,5246,356,4439157,cultura@sanfrancisco.gov.ar,s/d,-31.43191000,-62.07951000,Precisa,�rea Artes Esc�nicas de la Prov. de C�rdoba ,P�blico,16,21
06441030,06,06441,,Salas de Teatro,Buenos Aires,La Plata,La Plata,Teatro La Nonna,Calle 47 n�395,s/d,1900,221,4275555,leoringerargentina@yahoo.com.ar,www.teatrolanonna.com.ar,-34.89965800,-57.93869600,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,15,23
14042170,14,14042,,Salas de Teatro,C�rdoba,General San Martin,Villa Mar�a,Teatro La Panader�a,Jos� Ingenieros y Salta,s/d,5900,353,4524379,teatrolapanaderiavm@gmail.com,www.teatrolapanaderia.blogspot.com,-32.40571600,-63.24666500,Precisa,�rea Artes Esc�nicas de la Prov. de C�rdoba ,Privado,17,21
38021060,38,38021,,Salas de Teatro,Jujuy,Dr. Manuel Belgrano,San Salvador de Jujuy,Teatro Mitre,Gral. Alvear 1009,s/d,4600,388,4144919,prensamitrejujuy@gmail.com,www.culturayturismo.jujuy.gob.ar/teatro-mitre/,-24.18428800,-65.30707400,Precisa,UNJu / Relevamiento 2017,P�blico,18,23
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Centro Creativo Cabildo,"Av Cabildo 4740",1�,1429,11,47031412,teatrocabildo@gmail.com,www.teatrocabildo.com.ar,-34.54124700,-58.47401600,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,19,21
06861010,06,06861,,Salas de Teatro,Buenos Aires,Vicente Lopez,Vicente Lopez,Teatro de Repertorio del Norte,Carlos Francisco Melo 1756,s/d,s/d,11,47978515,trn@trn.com.ar,www.trn.com.ar,-34.53100700,-58.48326400,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,17,21
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Teatro La Rancher�a,M�xico 1152,P.B.,1097,11,43825862,larancheria.teatro@gmail.com,www.teatrolarancheria.org,-34.61533400,-58.38237000,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,16,21
02000010,02,02000,,Salas de Teatro,Ciudad Aut�noma de Buenos Aires,Ciudad Aut�noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La Trastienda,Balcarce 460,s/d,1064,11,43427650,s/d,www.latrastienda.com,-34.61308800,-58.37065500,Precisa,Argentores / Relevamiento 2017,Privado,16,23
58035070,58,58035,,Salas de Teatro,Neuqu�n,Confluencia,Neuquen,Sala Emilio Saraco,Av.Olascoaga Y Las Vias,s/d,8300,299,4491200,nqncultural@muninqn.gov.ar,s/d,-38.95567119,-68.05678368,Precisa,INT / Relevamiento 2017,P�blico,15,21
14175110,14,14175,,Salas de Teatro,C�rdoba,Tulumba,Villa Tulumba,Sal�n Municipal Intendente Nicol�s Alegre,9 de Julio y Monse�or Alfonso Dur�n,s/d,s/d,352,1410322,turismo@tulumba.gov.ar,s/d,-30.39748156,-64.12317716,Localidad,�rea Artes Esc�nicas de la Prov. de C�rdoba ,P�blico,16,21
14098230,14,14098,,Salas de Teatro,C�rdoba,Rio Cuarto,R�o Cuarto,Teatrino de la Trapalanda,Col�n 149,s/d,5800,358,4671209,s/d,www.riocuarto.gov.ar,-33.12485600,-64.35035500,Precisa,�rea Artes Esc�nicas de la Prov. de C�rdoba ,P�blico,19,22
06490010,06,06490,,Salas de Teatro,Buenos Aires,Lomas de Zamora,Lomas de Zamora,Asociaci�n Teatro de las Nobles Bestias,14 de Julio 142,s/d,1832,11,42440813,noblesbestiasteatro@gmail.com,s/d,-34.77448300,-58.39407900,Precisa,Plan Podesta 2020 / Relevamiento SINCA,Privado,18,23
